"备焙喊(1)","己喊(1)","楷飞喊(1)",楷飞喊(2),2021
"荐己备","巢磊","45 ~ 49技",47技,3550
"荐己备","巢磊","45 ~ 49技",48技,3775
"荐己备","巢磊","45 ~ 49技",49技,3884
"荐己备","巢磊","50 ~ 54技",家拌,19274
"荐己备","巢磊","50 ~ 54技",50技,4041
"荐己备","巢磊","50 ~ 54技",51技,3885
"荐己备","巢磊","50 ~ 54技",52技,4035
"荐己备","巢磊","50 ~ 54技",53技,3749
"荐己备","巢磊","50 ~ 54技",54技,3564
"荐己备","巢磊","55 ~ 59技",家拌,16431
"荐己备","巢磊","55 ~ 59技",55技,3477
"荐己备","巢磊","55 ~ 59技",56技,3347
"荐己备","巢磊","55 ~ 59技",57技,3100
"荐己备","巢磊","55 ~ 59技",58技,3406
"荐己备","巢磊","55 ~ 59技",59技,3101
"荐己备","巢磊","60 ~ 64技",家拌,14808
"荐己备","巢磊","60 ~ 64技",60技,3408
"荐己备","巢磊","60 ~ 64技",61技,3209
"荐己备","巢磊","60 ~ 64技",62技,2961
"荐己备","巢磊","60 ~ 64技",63技,2611
"荐己备","巢磊","60 ~ 64技",64技,2619
"荐己备","巢磊","65 ~ 69技",家拌,10543
"荐己备","巢磊","65 ~ 69技",65技,2389
"荐己备","巢磊","65 ~ 69技",66技,2390
"荐己备","巢磊","65 ~ 69技",67技,1890
"荐己备","巢磊","65 ~ 69技",68技,2021
"荐己备","巢磊","65 ~ 69技",69技,1853
"荐己备","巢磊","70 ~ 74技",家拌,7510
"荐己备","巢磊","70 ~ 74技",70技,1472
"荐己备","巢磊","70 ~ 74技",71技,1675
"荐己备","巢磊","70 ~ 74技",72技,1542
"荐己备","巢磊","70 ~ 74技",73技,1506
"荐己备","巢磊","70 ~ 74技",74技,1315
"荐己备","巢磊","75 ~ 79技",家拌,5240
"荐己备","巢磊","75 ~ 79技",75技,868
"荐己备","巢磊","75 ~ 79技",76技,1003
"荐己备","巢磊","75 ~ 79技",77技,1091
"荐己备","巢磊","75 ~ 79技",78技,1186
"荐己备","巢磊","75 ~ 79技",79技,1092
"荐己备","巢磊","80 ~ 84技",家拌,3566
"荐己备","巢磊","80 ~ 84技",80技,882
"荐己备","巢磊","80 ~ 84技",81技,820
"荐己备","巢磊","80 ~ 84技",82技,708
"荐己备","巢磊","80 ~ 84技",83技,622
"荐己备","巢磊","80 ~ 84技",84技,534
"荐己备","巢磊","85 ~ 89技",家拌,1733
"荐己备","巢磊","85 ~ 89技",85技,483
"荐己备","巢磊","85 ~ 89技",86技,450
"荐己备","巢磊","85 ~ 89技",87技,331
"荐己备","巢磊","85 ~ 89技",88技,266
"荐己备","巢磊","85 ~ 89技",89技,203
"荐己备","巢磊","90 ~ 94技",家拌,402
"荐己备","巢磊","90 ~ 94技",90技,138
"荐己备","巢磊","90 ~ 94技",91技,90
"荐己备","巢磊","90 ~ 94技",92技,71
"荐己备","巢磊","90 ~ 94技",93技,57
"荐己备","巢磊","90 ~ 94技",94技,46
"荐己备","巢磊","95技 捞惑",家拌,70
"荐己备","咯磊","拌",家拌,210630
"荐己备","咯磊","0 ~ 4技",家拌,4625
"荐己备","咯磊","0 ~ 4技",0技,659
"荐己备","咯磊","0 ~ 4技",1技,756
"荐己备","咯磊","0 ~ 4技",2技,872
"荐己备","咯磊","0 ~ 4技",3技,1032
"荐己备","咯磊","0 ~ 4技",4技,1306
"荐己备","咯磊","5 ~ 9技",家拌,9141
"荐己备","咯磊","5 ~ 9技",5技,1538
"荐己备","咯磊","5 ~ 9技",6技,1706
"荐己备","咯磊","5 ~ 9技",7技,1797
"荐己备","咯磊","5 ~ 9技",8技,1986
"荐己备","咯磊","5 ~ 9技",9技,2114
"荐己备","咯磊","10 ~ 14技",家拌,11365
"荐己备","咯磊","10 ~ 14技",10技,2200
"荐己备","咯磊","10 ~ 14技",11技,2070
"荐己备","咯磊","10 ~ 14技",12技,2186
"荐己备","咯磊","10 ~ 14技",13技,2521
"荐己备","咯磊","10 ~ 14技",14技,2388
"荐己备","咯磊","15 ~ 19技",家拌,11587
"荐己备","咯磊","15 ~ 19技",15技,2227
"荐己备","咯磊","15 ~ 19技",16技,2237
"荐己备","咯磊","15 ~ 19技",17技,2470
"荐己备","咯磊","15 ~ 19技",18技,2290
"荐己备","咯磊","15 ~ 19技",19技,2363
"荐己备","咯磊","20 ~ 24技",家拌,12546
"荐己备","咯磊","20 ~ 24技",20技,2746
"荐己备","咯磊","20 ~ 24技",21技,2694
"荐己备","咯磊","20 ~ 24技",22技,2449
"荐己备","咯磊","20 ~ 24技",23技,2388
"荐己备","咯磊","20 ~ 24技",24技,2269
"荐己备","咯磊","25 ~ 29技",家拌,10514
"荐己备","咯磊","25 ~ 29技",25技,2232
"荐己备","咯磊","25 ~ 29技",26技,2060
"荐己备","咯磊","25 ~ 29技",27技,2163
"荐己备","咯磊","25 ~ 29技",28技,2014
"荐己备","咯磊","25 ~ 29技",29技,2045
"荐己备","咯磊","30 ~ 34技",家拌,8677
"荐己备","咯磊","30 ~ 34技",30技,1803
"荐己备","咯磊","30 ~ 34技",31技,1862
"荐己备","咯磊","30 ~ 34技",32技,1618
"荐己备","咯磊","30 ~ 34技",33技,1662
"荐己备","咯磊","30 ~ 34技",34技,1732
"荐己备","咯磊","35 ~ 39技",家拌,12216
"荐己备","咯磊","35 ~ 39技",35技,1860
"荐己备","咯磊","35 ~ 39技",36技,1946
"荐己备","咯磊","35 ~ 39技",37技,2415
"荐己备","咯磊","35 ~ 39技",38技,2839
"荐己备","咯磊","35 ~ 39技",39技,3156
"荐己备","咯磊","40 ~ 44技",家拌,17032
"荐己备","咯磊","40 ~ 44技",40技,3367
"荐己备","咯磊","40 ~ 44技",41技,3568
"荐己备","咯磊","40 ~ 44技",42技,3331
"荐己备","咯磊","40 ~ 44技",43技,3360
"荐己备","咯磊","40 ~ 44技",44技,3406
"荐己备","咯磊","45 ~ 49技",家拌,20510
"荐己备","咯磊","45 ~ 49技",45技,3631
"荐己备","咯磊","45 ~ 49技",46技,3976
"荐己备","咯磊","45 ~ 49技",47技,4224
"荐己备","咯磊","45 ~ 49技",48技,4366
"荐己备","咯磊","45 ~ 49技",49技,4313
"荐己备","咯磊","50 ~ 54技",家拌,20787
"荐己备","咯磊","50 ~ 54技",50技,4482
"荐己备","咯磊","50 ~ 54技",51技,4332
"荐己备","咯磊","50 ~ 54技",52技,4300
"荐己备","咯磊","50 ~ 54技",53技,3985
"荐己备","咯磊","50 ~ 54技",54技,3688
"荐己备","咯磊","55 ~ 59技",家拌,17088
"荐己备","咯磊","55 ~ 59技",55技,3437
"荐己备","咯磊","55 ~ 59技",56技,3579
"荐己备","咯磊","55 ~ 59技",57技,3156
"荐己备","咯磊","55 ~ 59技",58技,3616
"荐己备","咯磊","55 ~ 59技",59技,3300
"荐己备","咯磊","60 ~ 64技",家拌,15981
"荐己备","咯磊","60 ~ 64技",60技,3613
"荐己备","咯磊","60 ~ 64技",61技,3496
"荐己备","咯磊","60 ~ 64技",62技,3094
"荐己备","咯磊","60 ~ 64技",63技,2910
"荐己备","咯磊","60 ~ 64技",64技,2868
"荐己备","咯磊","65 ~ 69技",家拌,12179
"荐己备","咯磊","65 ~ 69技",65技,2665
"荐己备","咯磊","65 ~ 69技",66技,2703
"荐己备","咯磊","65 ~ 69技",67技,2208
"荐己备","咯磊","65 ~ 69技",68技,2374
"荐己备","咯磊","65 ~ 69技",69技,2229
"荐己备","咯磊","70 ~ 74技",家拌,9231
"荐己备","咯磊","70 ~ 74技",70技,1801
"荐己备","咯磊","70 ~ 74技",71技,1924
"荐己备","咯磊","70 ~ 74技",72技,1948
"荐己备","咯磊","70 ~ 74技",73技,1802
"荐己备","咯磊","70 ~ 74技",74技,1756
"荐己备","咯磊","75 ~ 79技",家拌,6820
"荐己备","咯磊","75 ~ 79技",75技,994
"荐己备","咯磊","75 ~ 79技",76技,1345
"荐己备","咯磊","75 ~ 79技",77技,1442
"荐己备","咯磊","75 ~ 79技",78技,1595
"荐己备","咯磊","75 ~ 79技",79技,1444
"荐己备","咯磊","80 ~ 84技",家拌,5564
"荐己备","咯磊","80 ~ 84技",80技,1296
"荐己备","咯磊","80 ~ 84技",81技,1206
"荐己备","咯磊","80 ~ 84技",82技,1114
"荐己备","咯磊","80 ~ 84技",83技,1044
"荐己备","咯磊","80 ~ 84技",84技,904
"荐己备","咯磊","85 ~ 89技",家拌,3356
"荐己备","咯磊","85 ~ 89技",85技,915
"荐己备","咯磊","85 ~ 89技",86技,795
"荐己备","咯磊","85 ~ 89技",87技,631
"荐己备","咯磊","85 ~ 89技",88技,547
"荐己备","咯磊","85 ~ 89技",89技,468
"荐己备","咯磊","90 ~ 94技",家拌,1159
"荐己备","咯磊","90 ~ 94技",90技,366
"荐己备","咯磊","90 ~ 94技",91技,269
"荐己备","咯磊","90 ~ 94技",92技,229
"荐己备","咯磊","90 ~ 94技",93技,171
"荐己备","咯磊","90 ~ 94技",94技,124
"荐己备","咯磊","95技 捞惑",家拌,252
"崔辑备","拌","拌",家拌,562638
"崔辑备","拌","0 ~ 4技",家拌,15683
"崔辑备","拌","0 ~ 4技",0技,2662
"崔辑备","拌","0 ~ 4技",1技,2833
"崔辑备","拌","0 ~ 4技",2技,2997
"崔辑备","拌","0 ~ 4技",3技,3319
"崔辑备","拌","0 ~ 4技",4技,3872
"崔辑备","拌","5 ~ 9技",家拌,23558
"崔辑备","拌","5 ~ 9技",5技,4441
"崔辑备","拌","5 ~ 9技",6技,4703
"崔辑备","拌","5 ~ 9技",7技,4567
"崔辑备","拌","5 ~ 9技",8技,4820
"崔辑备","拌","5 ~ 9技",9技,5027
"崔辑备","拌","10 ~ 14技",家拌,25341
"崔辑备","拌","10 ~ 14技",10技,5156
"崔辑备","拌","10 ~ 14技",11技,4872
"崔辑备","拌","10 ~ 14技",12技,4931
"崔辑备","拌","10 ~ 14技",13技,5349
"崔辑备","拌","10 ~ 14技",14技,5033
"崔辑备","拌","15 ~ 19技",家拌,27877
"崔辑备","拌","15 ~ 19技",15技,4997
"崔辑备","拌","15 ~ 19技",16技,5162
"崔辑备","拌","15 ~ 19技",17技,5703
"崔辑备","拌","15 ~ 19技",18技,5803
"崔辑备","拌","15 ~ 19技",19技,6212
"崔辑备","拌","20 ~ 24技",家拌,39597
"崔辑备","拌","20 ~ 24技",20技,7477
"崔辑备","拌","20 ~ 24技",21技,8121
"崔辑备","拌","20 ~ 24技",22技,7731
"崔辑备","拌","20 ~ 24技",23技,8188
"崔辑备","拌","20 ~ 24技",24技,8080
"崔辑备","拌","25 ~ 29技",家拌,40030
"崔辑备","拌","25 ~ 29技",25技,8455
"崔辑备","拌","25 ~ 29技",26技,7968
"崔辑备","拌","25 ~ 29技",27技,7949
"崔辑备","拌","25 ~ 29技",28技,7943
"崔辑备","拌","25 ~ 29技",29技,7715
"崔辑备","拌","30 ~ 34技",家拌,33054
"崔辑备","拌","30 ~ 34技",30技,6859
"崔辑备","拌","30 ~ 34技",31技,7011
"崔辑备","拌","30 ~ 34技",32技,6644
"崔辑备","拌","30 ~ 34技",33技,6216
"崔辑备","拌","30 ~ 34技",34技,6324
"崔辑备","拌","35 ~ 39技",家拌,35806
"崔辑备","拌","35 ~ 39技",35技,6425
"崔辑备","拌","35 ~ 39技",36技,6278
"崔辑备","拌","35 ~ 39技",37技,6967
"崔辑备","拌","35 ~ 39技",38技,7731
"崔辑备","拌","35 ~ 39技",39技,8405
"崔辑备","拌","40 ~ 44技",家拌,41150
"崔辑备","拌","40 ~ 44技",40技,8450
"崔辑备","拌","40 ~ 44技",41技,8561
"崔辑备","拌","40 ~ 44技",42技,7996
"崔辑备","拌","40 ~ 44技",43技,7941
"崔辑备","拌","40 ~ 44技",44技,8202
"崔辑备","拌","45 ~ 49技",家拌,47927
"崔辑备","拌","45 ~ 49技",45技,8548
"崔辑备","拌","45 ~ 49技",46技,8772
"崔辑备","拌","45 ~ 49技",47技,10017
"崔辑备","拌","45 ~ 49技",48技,10129
"崔辑备","拌","45 ~ 49技",49技,10461
"崔辑备","拌","50 ~ 54技",家拌,53701
"崔辑备","拌","50 ~ 54技",50技,10767
"崔辑备","拌","50 ~ 54技",51技,10814
"崔辑备","拌","50 ~ 54技",52技,11310
"崔辑备","拌","50 ~ 54技",53技,10618
"崔辑备","拌","50 ~ 54技",54技,10192
"崔辑备","拌","55 ~ 59技",家拌,49835
"崔辑备","拌","55 ~ 59技",55技,10159
"崔辑备","拌","55 ~ 59技",56技,10022
"崔辑备","拌","55 ~ 59技",57技,9255
"崔辑备","拌","55 ~ 59技",58技,10538
"崔辑备","拌","55 ~ 59技",59技,9861
"崔辑备","拌","60 ~ 64技",家拌,45748
"崔辑备","拌","60 ~ 64技",60技,11050
"崔辑备","拌","60 ~ 64技",61技,10291
"崔辑备","拌","60 ~ 64技",62技,8992
"崔辑备","拌","60 ~ 64技",63技,7727
"崔辑备","拌","60 ~ 64技",64技,7688
"崔辑备","拌","65 ~ 69技",家拌,31531
"崔辑备","拌","65 ~ 69技",65技,7179
"崔辑备","拌","65 ~ 69技",66技,7179
"崔辑备","拌","65 ~ 69技",67技,5538
"崔辑备","拌","65 ~ 69技",68技,5964
"崔辑备","拌","65 ~ 69技",69技,5671
"崔辑备","拌","70 ~ 74技",家拌,21027
"崔辑备","拌","70 ~ 74技",70技,4255
"崔辑备","拌","70 ~ 74技",71技,4471
"崔辑备","拌","70 ~ 74技",72技,4483
"崔辑备","拌","70 ~ 74技",73技,4090
"崔辑备","拌","70 ~ 74技",74技,3728
"崔辑备","拌","75 ~ 79技",家拌,13892
"崔辑备","拌","75 ~ 79技",75技,2166
"崔辑备","拌","75 ~ 79技",76技,2760
"崔辑备","拌","75 ~ 79技",77技,2806
"崔辑备","拌","75 ~ 79技",78技,3208
"崔辑备","拌","75 ~ 79技",79技,2952
"崔辑备","拌","80 ~ 84技",家拌,10085
"崔辑备","拌","80 ~ 84技",80技,2401
"崔辑备","拌","80 ~ 84技",81技,2220
"崔辑备","拌","80 ~ 84技",82技,2072
"崔辑备","拌","80 ~ 84技",83技,1770
"崔辑备","拌","80 ~ 84技",84技,1622
"崔辑备","拌","85 ~ 89技",家拌,5041
"崔辑备","拌","85 ~ 89技",85技,1455
"崔辑备","拌","85 ~ 89技",86技,1171
"崔辑备","拌","85 ~ 89技",87技,1003
"崔辑备","拌","85 ~ 89技",88技,761
"崔辑备","拌","85 ~ 89技",89技,651
"崔辑备","拌","90 ~ 94技",家拌,1477
"崔辑备","拌","90 ~ 94技",90技,472
"崔辑备","拌","90 ~ 94技",91技,368
"崔辑备","拌","90 ~ 94技",92技,294
"崔辑备","拌","90 ~ 94技",93技,203
"崔辑备","拌","90 ~ 94技",94技,140
"崔辑备","拌","95技 捞惑",家拌,278
"崔辑备","巢磊","拌",家拌,279452
"崔辑备","巢磊","0 ~ 4技",家拌,8171
"崔辑备","巢磊","0 ~ 4技",0技,1378
"崔辑备","巢磊","0 ~ 4技",1技,1475
"崔辑备","巢磊","0 ~ 4技",2技,1510
"崔辑备","巢磊","0 ~ 4技",3技,1762
"崔辑备","巢磊","0 ~ 4技",4技,2046
"崔辑备","巢磊","5 ~ 9技",家拌,11996
"崔辑备","巢磊","5 ~ 9技",5技,2293
"崔辑备","巢磊","5 ~ 9技",6技,2390
"崔辑备","巢磊","5 ~ 9技",7技,2308
"崔辑备","巢磊","5 ~ 9技",8技,2492
"崔辑备","巢磊","5 ~ 9技",9技,2513
"崔辑备","巢磊","10 ~ 14技",家拌,13099
"崔辑备","巢磊","10 ~ 14技",10技,2678
"崔辑备","巢磊","10 ~ 14技",11技,2505
"崔辑备","巢磊","10 ~ 14技",12技,2580
"崔辑备","巢磊","10 ~ 14技",13技,2755
"崔辑备","巢磊","10 ~ 14技",14技,2581
"崔辑备","巢磊","15 ~ 19技",家拌,14468
"崔辑备","巢磊","15 ~ 19技",15技,2560
"崔辑备","巢磊","15 ~ 19技",16技,2673
"崔辑备","巢磊","15 ~ 19技",17技,2968
"崔辑备","巢磊","15 ~ 19技",18技,3025
"崔辑备","巢磊","15 ~ 19技",19技,3242
"崔辑备","巢磊","20 ~ 24技",家拌,20879
"崔辑备","巢磊","20 ~ 24技",20技,3929
"崔辑备","巢磊","20 ~ 24技",21技,4350
"崔辑备","巢磊","20 ~ 24技",22技,4174
"崔辑备","巢磊","20 ~ 24技",23技,4213
"崔辑备","巢磊","20 ~ 24技",24技,4213
"崔辑备","巢磊","25 ~ 29技",家拌,21635
"崔辑备","巢磊","25 ~ 29技",25技,4523
"崔辑备","巢磊","25 ~ 29技",26技,4352
"崔辑备","巢磊","25 ~ 29技",27技,4272
"崔辑备","巢磊","25 ~ 29技",28技,4266
"崔辑备","巢磊","25 ~ 29技",29技,4222
"崔辑备","巢磊","30 ~ 34技",家拌,18091
"崔辑备","巢磊","30 ~ 34技",30技,3799
"崔辑备","巢磊","30 ~ 34技",31技,3852
"崔辑备","巢磊","30 ~ 34技",32技,3679
"崔辑备","巢磊","30 ~ 34技",33技,3359
"崔辑备","巢磊","30 ~ 34技",34技,3402
"崔辑备","巢磊","35 ~ 39技",家拌,18362
"崔辑备","巢磊","35 ~ 39技",35技,3456
"崔辑备","巢磊","35 ~ 39技",36技,3303
"崔辑备","巢磊","35 ~ 39技",37技,3568
"崔辑备","巢磊","35 ~ 39技",38技,3897
"崔辑备","巢磊","35 ~ 39技",39技,4138
"崔辑备","巢磊","40 ~ 44技",家拌,20327
"崔辑备","巢磊","40 ~ 44技",40技,4251
"崔辑备","巢磊","40 ~ 44技",41技,4209
"崔辑备","巢磊","40 ~ 44技",42技,3892
"崔辑备","巢磊","40 ~ 44技",43技,3931
"崔辑备","巢磊","40 ~ 44技",44技,4044
"崔辑备","巢磊","45 ~ 49技",家拌,23329
"崔辑备","巢磊","45 ~ 49技",45技,4254
"崔辑备","巢磊","45 ~ 49技",46技,4258
"崔辑备","巢磊","45 ~ 49技",47技,4852
"崔辑备","巢磊","45 ~ 49技",48技,4915
"崔辑备","巢磊","45 ~ 49技",49技,5050
"崔辑备","巢磊","50 ~ 54技",家拌,25918
"崔辑备","巢磊","50 ~ 54技",50技,5200
"崔辑备","巢磊","50 ~ 54技",51技,5268
"崔辑备","巢磊","50 ~ 54技",52技,5419
"崔辑备","巢磊","50 ~ 54技",53技,5129
"崔辑备","巢磊","50 ~ 54技",54技,4902
"崔辑备","巢磊","55 ~ 59技",家拌,24408
"崔辑备","巢磊","55 ~ 59技",55技,4878
"崔辑备","巢磊","55 ~ 59技",56技,4851
"崔辑备","巢磊","55 ~ 59技",57技,4515
"崔辑备","巢磊","55 ~ 59技",58技,5285
"崔辑备","巢磊","55 ~ 59技",59技,4879
"崔辑备","巢磊","60 ~ 64技",家拌,22386
"崔辑备","巢磊","60 ~ 64技",60技,5366
"崔辑备","巢磊","60 ~ 64技",61技,4958
"崔辑备","巢磊","60 ~ 64技",62技,4402
"崔辑备","巢磊","60 ~ 64技",63技,3864
"崔辑备","巢磊","60 ~ 64技",64技,3796
"崔辑备","巢磊","65 ~ 69技",家拌,15035
"崔辑备","巢磊","65 ~ 69技",65技,3565
"崔辑备","巢磊","65 ~ 69技",66技,3433
"崔辑备","巢磊","65 ~ 69技",67技,2676
"崔辑备","巢磊","65 ~ 69技",68技,2736
"崔辑备","巢磊","65 ~ 69技",69技,2625
"崔辑备","巢磊","70 ~ 74技",家拌,9867
"崔辑备","巢磊","70 ~ 74技",70技,2046
"崔辑备","巢磊","70 ~ 74技",71技,2133
"崔辑备","巢磊","70 ~ 74技",72技,2082
"崔辑备","巢磊","70 ~ 74技",73技,1896
"崔辑备","巢磊","70 ~ 74技",74技,1710
"崔辑备","巢磊","75 ~ 79技",家拌,5945
"崔辑备","巢磊","75 ~ 79技",75技,1032
"崔辑备","巢磊","75 ~ 79技",76技,1209
"崔辑备","巢磊","75 ~ 79技",77技,1159
"崔辑备","巢磊","75 ~ 79技",78技,1342
"崔辑备","巢磊","75 ~ 79技",79技,1203
"崔辑备","巢磊","80 ~ 84技",家拌,3669
"崔辑备","巢磊","80 ~ 84技",80技,920
"崔辑备","巢磊","80 ~ 84技",81技,813
"崔辑备","巢磊","80 ~ 84技",82技,741
"崔辑备","巢磊","80 ~ 84技",83技,633
"崔辑备","巢磊","80 ~ 84技",84技,562
"崔辑备","巢磊","85 ~ 89技",家拌,1491
"崔辑备","巢磊","85 ~ 89技",85技,451
"崔辑备","巢磊","85 ~ 89技",86技,384
"崔辑备","巢磊","85 ~ 89技",87技,290
"崔辑备","巢磊","85 ~ 89技",88技,195
"崔辑备","巢磊","85 ~ 89技",89技,171
"崔辑备","巢磊","90 ~ 94技",家拌,327
"崔辑备","巢磊","90 ~ 94技",90技,113
"崔辑备","巢磊","90 ~ 94技",91技,81
"崔辑备","巢磊","90 ~ 94技",92技,64
"崔辑备","巢磊","90 ~ 94技",93技,39
"崔辑备","巢磊","90 ~ 94技",94技,30
"崔辑备","巢磊","95技 捞惑",家拌,49
"崔辑备","咯磊","拌",家拌,283186
"崔辑备","咯磊","0 ~ 4技",家拌,7512
"崔辑备","咯磊","0 ~ 4技",0技,1284
"崔辑备","咯磊","0 ~ 4技",1技,1358
"崔辑备","咯磊","0 ~ 4技",2技,1487
"崔辑备","咯磊","0 ~ 4技",3技,1557
"崔辑备","咯磊","0 ~ 4技",4技,1826
"崔辑备","咯磊","5 ~ 9技",家拌,11562
"崔辑备","咯磊","5 ~ 9技",5技,2148
"崔辑备","咯磊","5 ~ 9技",6技,2313
"崔辑备","咯磊","5 ~ 9技",7技,2259
"崔辑备","咯磊","5 ~ 9技",8技,2328
"崔辑备","咯磊","5 ~ 9技",9技,2514
"崔辑备","咯磊","10 ~ 14技",家拌,12242
"崔辑备","咯磊","10 ~ 14技",10技,2478
"崔辑备","咯磊","10 ~ 14技",11技,2367
"崔辑备","咯磊","10 ~ 14技",12技,2351
"崔辑备","咯磊","10 ~ 14技",13技,2594
"崔辑备","咯磊","10 ~ 14技",14技,2452
"崔辑备","咯磊","15 ~ 19技",家拌,13409
"崔辑备","咯磊","15 ~ 19技",15技,2437
"崔辑备","咯磊","15 ~ 19技",16技,2489
"崔辑备","咯磊","15 ~ 19技",17技,2735
"崔辑备","咯磊","15 ~ 19技",18技,2778
"崔辑备","咯磊","15 ~ 19技",19技,2970
"崔辑备","咯磊","20 ~ 24技",家拌,18718
"崔辑备","咯磊","20 ~ 24技",20技,3548
"崔辑备","咯磊","20 ~ 24技",21技,3771
"崔辑备","咯磊","20 ~ 24技",22技,3557
"崔辑备","咯磊","20 ~ 24技",23技,3975
"崔辑备","咯磊","20 ~ 24技",24技,3867
"崔辑备","咯磊","25 ~ 29技",家拌,18395
"崔辑备","咯磊","25 ~ 29技",25技,3932
"崔辑备","咯磊","25 ~ 29技",26技,3616
"崔辑备","咯磊","25 ~ 29技",27技,3677
"崔辑备","咯磊","25 ~ 29技",28技,3677
"崔辑备","咯磊","25 ~ 29技",29技,3493
"崔辑备","咯磊","30 ~ 34技",家拌,14963
"崔辑备","咯磊","30 ~ 34技",30技,3060
"崔辑备","咯磊","30 ~ 34技",31技,3159
"崔辑备","咯磊","30 ~ 34技",32技,2965
"崔辑备","咯磊","30 ~ 34技",33技,2857
"崔辑备","咯磊","30 ~ 34技",34技,2922
"崔辑备","咯磊","35 ~ 39技",家拌,17444
"崔辑备","咯磊","35 ~ 39技",35技,2969
"崔辑备","咯磊","35 ~ 39技",36技,2975
"崔辑备","咯磊","35 ~ 39技",37技,3399
"崔辑备","咯磊","35 ~ 39技",38技,3834
"崔辑备","咯磊","35 ~ 39技",39技,4267
"崔辑备","咯磊","40 ~ 44技",家拌,20823
"崔辑备","咯磊","40 ~ 44技",40技,4199
"崔辑备","咯磊","40 ~ 44技",41技,4352
"崔辑备","咯磊","40 ~ 44技",42技,4104
"崔辑备","咯磊","40 ~ 44技",43技,4010
"崔辑备","咯磊","40 ~ 44技",44技,4158
"崔辑备","咯磊","45 ~ 49技",家拌,24598
"崔辑备","咯磊","45 ~ 49技",45技,4294
"崔辑备","咯磊","45 ~ 49技",46技,4514
"崔辑备","咯磊","45 ~ 49技",47技,5165
"崔辑备","咯磊","45 ~ 49技",48技,5214
"崔辑备","咯磊","45 ~ 49技",49技,5411
"崔辑备","咯磊","50 ~ 54技",家拌,27783
"崔辑备","咯磊","50 ~ 54技",50技,5567
"崔辑备","咯磊","50 ~ 54技",51技,5546
"崔辑备","咯磊","50 ~ 54技",52技,5891
"崔辑备","咯磊","50 ~ 54技",53技,5489
"崔辑备","咯磊","50 ~ 54技",54技,5290
"崔辑备","咯磊","55 ~ 59技",家拌,25427
"崔辑备","咯磊","55 ~ 59技",55技,5281
"崔辑备","咯磊","55 ~ 59技",56技,5171
"崔辑备","咯磊","55 ~ 59技",57技,4740
"崔辑备","咯磊","55 ~ 59技",58技,5253
"崔辑备","咯磊","55 ~ 59技",59技,4982
"崔辑备","咯磊","60 ~ 64技",家拌,23362
"崔辑备","咯磊","60 ~ 64技",60技,5684
"崔辑备","咯磊","60 ~ 64技",61技,5333
"崔辑备","咯磊","60 ~ 64技",62技,4590
"崔辑备","咯磊","60 ~ 64技",63技,3863
"崔辑备","咯磊","60 ~ 64技",64技,3892
"崔辑备","咯磊","65 ~ 69技",家拌,16496
"崔辑备","咯磊","65 ~ 69技",65技,3614
"崔辑备","咯磊","65 ~ 69技",66技,3746
"崔辑备","咯磊","65 ~ 69技",67技,2862
"崔辑备","咯磊","65 ~ 69技",68技,3228
"崔辑备","咯磊","65 ~ 69技",69技,3046
"崔辑备","咯磊","70 ~ 74技",家拌,11160
"崔辑备","咯磊","70 ~ 74技",70技,2209
"崔辑备","咯磊","70 ~ 74技",71技,2338
"崔辑备","咯磊","70 ~ 74技",72技,2401
"崔辑备","咯磊","70 ~ 74技",73技,2194
"崔辑备","咯磊","70 ~ 74技",74技,2018
"崔辑备","咯磊","75 ~ 79技",家拌,7947
"崔辑备","咯磊","75 ~ 79技",75技,1134
"崔辑备","咯磊","75 ~ 79技",76技,1551
"崔辑备","咯磊","75 ~ 79技",77技,1647
"崔辑备","咯磊","75 ~ 79技",78技,1866
"崔辑备","咯磊","75 ~ 79技",79技,1749
"崔辑备","咯磊","80 ~ 84技",家拌,6416
"崔辑备","咯磊","80 ~ 84技",80技,1481
"崔辑备","咯磊","80 ~ 84技",81技,1407
"崔辑备","咯磊","80 ~ 84技",82技,1331
"崔辑备","咯磊","80 ~ 84技",83技,1137
"崔辑备","咯磊","80 ~ 84技",84技,1060
"崔辑备","咯磊","85 ~ 89技",家拌,3550
"崔辑备","咯磊","85 ~ 89技",85技,1004
"崔辑备","咯磊","85 ~ 89技",86技,787
"崔辑备","咯磊","85 ~ 89技",87技,713
"崔辑备","咯磊","85 ~ 89技",88技,566
"崔辑备","咯磊","85 ~ 89技",89技,480
"崔辑备","咯磊","90 ~ 94技",家拌,1150
"崔辑备","咯磊","90 ~ 94技",90技,359
"崔辑备","咯磊","90 ~ 94技",91技,287
"崔辑备","咯磊","90 ~ 94技",92技,230
"崔辑备","咯磊","90 ~ 94技",93技,164
"崔辑备","咯磊","90 ~ 94技",94技,110
"崔辑备","咯磊","95技 捞惑",家拌,229
"崔己焙","拌","拌",家拌,268024
"崔己焙","拌","0 ~ 4技",家拌,13712
"崔己焙","拌","0 ~ 4技",0技,2243
"崔己焙","拌","0 ~ 4技",1技,2385
"崔己焙","拌","0 ~ 4技",2技,2740
"崔己焙","拌","0 ~ 4技",3技,3113
"崔己焙","拌","0 ~ 4技",4技,3231
"崔己焙","拌","5 ~ 9技",家拌,16252
"崔己焙","拌","5 ~ 9技",5技,3426
"崔己焙","拌","5 ~ 9技",6技,3337
"崔己焙","拌","5 ~ 9技",7技,3107
